#,Name,MLBAMID,RazzballID,FangraphsID,NFBCID,Team,ESPN_POS,YAHOO_POS,Last,First
1047,Caleb Farmer,805957,805957,sa3020354,,WSH,C,C,Farmer,Caleb
1048,Caleb Ferguson,657571,657571,19349,10041,NYY,RP,RP,Ferguson,Caleb
1049,Caleb Freeman,673965,673965,sa3011339,,CHW,RP,RP,Freeman,Caleb
1050,Caleb Hamilton,643348,643348,19842,10945,LAA,C,C,Hamilton,Caleb
1051,Caleb Kilian,668873,668873,26213,11416,CHC,SP,SP,Kilian,Caleb
1052,Caleb Knight,676332,676332,sa3008279,,CHC,C,C,Knight,Caleb
1053,Caleb Ricketts,681080,681080,sa3019917,,PHI,C,C,Ricketts,Caleb
1054,Caleb Roberts,681134,681134,sa3016959,,ARI,C,C,Roberts,Caleb
1055,Caleb Simpson,643539,643539,sa738717,11093,FA,RP,RP,Simpson,Caleb
1056,Caleb Smith,592761,592761,14875,9585,FA,SP,SP,Smith,Caleb
1057,Caleb Thielbar,573204,573204,10078,8494,MIN,RP,RP,Thielbar,Caleb
1058,Caleb Wurster,693473,693473,sa3016910,,MIA,RP,RP,Wurster,Caleb
1059,Calvin Coker,681085,681085,sa3007932,,DET,RP,RP,Coker,Calvin
1060,Calvin Faucher,676534,676534,20116,11395,MIA,RP,RP,Faucher,Calvin
1061,Calvin Harris,691941,691941,sa3022496,,CHW,C,C,Harris,Calvin
1062,Calvin Ziegler,683349,683349,sa3018142,,NYM,SP,SP,Ziegler,Calvin
1063,Cam Alldred,682027,682027,25078,11466,PIT,SP,SP,Alldred,Cam
1064,Cam Bedrosian,592135,13360,13360,7914,FA,RP,RP,Bedrosian,Cam
1065,Cam Booser,592155,592155,sa754843,,BOS,RP,RP,Booser,Cam
1066,Cam Collier,702253,702253,sa3020131,,CIN,3B,3B,Collier,Cam
1067,Cam Devanney,687478,687478,sa1170010,,KC,SS,SS,Devanney,Cam
1068,Cam Eden,686490,686490,25476,11872,TOR,OF,OF,Eden,Cam
1069,Cam Fisher,801176,801176,sa3022687,,HOU,OF,OF,Fisher,Cam
1070,Cam Gallagher,595956,12981,12981,9544,PHI,C,C,Gallagher,Cam
1071,Cam Hill,657611,657611,16840,10927,FA,RP,RP,Hill,Cam
1072,Cam Robinson,676515,676515,sa3005216,11627,NYM,RP,RP,Robinson,Cam
1073,Cam Sanders,676742,676742,sa3008067,,CHC,RP,RP,Sanders,Cam
1074,Cam Vieaux,664944,664944,19529,11498,FA,RP,RP,Vieaux,Cam
1075,Cam Wynne,688011,688011,sa3017492,,PHI,RP,RP,Wynne,Cam
1076,Camden Duzenack,670427,670427,sa873988,10591,FA,2B,2B,Duzenack,Camden
1077,Camden Minacci,695229,695229,,,LAA,P,P,Minacci,Camden
1078,Cameron Balego,676901,676901,sa3004517,,FA,3B,3B,Balego,Cameron
1079,Cameron Barstad,677319,677319,sa3011350,,MIA,C,C,Barstad,Cameron
1080,Cameron Brown,674967,674967,sa3018260,,DET,RP,RP,Brown,Cameron
1081,Cameron Cannon,669069,669069,sa3011467,,FA,SS,SS,Cannon,Cameron
1082,Cameron Cauley,695508,695508,sa3017167,,TEX,SS,SS,Cauley,Cameron
1083,Cameron Cotter,694650,694650,sa3021726,,SF,RP,RP,Cotter,Cameron
1084,Cameron Junker,669668,669668,sa3010365,,PIT,RP,RP,Junker,Cameron
1085,Cameron Leonard,695405,695405,sa3016912,,TB,RP,RP,Leonard,Cameron
1086,Cameron Magee,695686,695686,sa3022503,,ATL,SS,SS,Magee,Cameron
1087,Cameron Masterman,690904,690904,sa3019994,,OAK,OF,OF,Masterman,Cameron
1088,Cameron Wagoner,687726,687726,sa3019952,,MIL,SP,SP,Wagoner,Cameron
1089,Cameron Weston,687721,687721,sa3020528,,BAL,SP,SP,Weston,Cameron
1090,Camilo Diaz,806969,806969,sa3021074,,HOU,SS,SS,Diaz,Camilo
1091,Camilo Doval,666808,666808,21992,11105,SF,RP,RP,Doval,Camilo
1092,Canaan Smith-Njigba,675986,675986,23264,11376,PIT,OF,OF,Smith-Njigba,Canaan
1093,Candido Cuevas,703341,703341,sa3018305,,NYM,SP,SP,Cuevas,Candido
1094,Capri Ortiz,800194,800194,sa3018473,,LAA,SS,SS,Ortiz,Capri
1095,Carl Chester,656309,656309,sa829813,9988,FA,OF,OF,Chester,Carl
1096,Carl Edwards Jr.,605218,13607,13607,9329,CHC,RP,RP,Edwards Jr.,Carl
1097,Carlo Reyes,683689,683689,sa3008713,,LAD,RP,RP,Reyes,Carlo
1098,Carlos Aguiar,678690,678690,sa3005755,,MIN,OF,OF,Aguiar,Carlos
1099,Carlos Altuve,805061,805061,sa3019101,,CHC,C,C,Altuve,Carlos
1100,Carlos Arcila,699036,699036,sa3015778,,FA,C,C,Arcila,Carlos
1101,Carlos Asuaje,641319,15197,15197,,FA,2B,2B,Asuaje,Carlos
1102,Carlos Avila,699066,699066,sa3016161,,LAD,C,C,Avila,Carlos
1103,Carlos Batista,808251,808251,sa3021217,,WSH,OF,OF,Batista,Carlos
1104,Carlos Betancourt,678640,678640,sa3006600,,HOU,RP,RP,Betancourt,Carlos
1105,Carlos Blanco,814223,814223,sa3021651,,TB,OF,OF,Blanco,Carlos
1106,Carlos Carmona,699030,699030,sa3015776,,FA,OF,OF,Carmona,Carlos
1107,Carlos Caro,814261,814261,sa3021325,,PIT,SS,SS,Caro,Carlos
1108,Carlos Carrasco,471911,6632,6632,7183,CLE,SP,SP,Carrasco,Carlos
1109,Carlos Cauro,803426,803426,sa3019763,,HOU,C,C,Cauro,Carlos
1110,Carlos Colmenarez,694181,694181,sa3017480,,TB,SS,SS,Colmenarez,Carlos
1111,Carlos Concepcion,808393,808393,sa3021266,,SF,OF,OF,Concepcion,Carlos
1112,Carlos Cordero,808498,808498,sa3021275,,ATL,2B,2B,Cordero,Carlos
1113,Carlos Correa,621043,14162,14162,8656,MIN,SS,SS,Correa,Carlos
1114,Carlos Cortes,666126,666126,sa3008079,,NYM,2B,2B,Cortes,Carlos
1115,Carlos De La Cruz,678926,678926,sa3006903,,PHI,OF,OF,De La Cruz,Carlos
1116,Carlos De Sousa,808306,808306,sa3021240,,TB,C,C,De Sousa,Carlos
1117,Carlos Dominguez,683364,683364,sa3009191,,FA,OF,OF,Dominguez,Carlos
1118,Carlos Duran,679922,679922,sa3006404,,LAD,SP,SP,Duran,Carlos
1119,Carlos Espinal,664284,664284,sa872567,,FA,RP,RP,Espinal,Carlos
1120,Carlos Espinosa,800514,800514,sa3019549,,LAA,SP,SP,Espinosa,Carlos
1121,Carlos Estevez,608032,14542,14542,9294,LAA,RP,RP,Estevez,Carlos
1122,Carlos Francisco,687956,687956,sa3010827,,PHI,RP,RP,Francisco,Carlos
1123,Carlos Franco,691863,691863,sa3015580,,OAK,C,C,Franco,Carlos
1124,Carlos Garcia,681603,681603,sa3006590,,TB,RP,RP,Garcia,Carlos
1125,Carlos Gomez,680622,680622,sa3006699,,SF,RP,RP,Gomez,Carlos
1126,Carlos Gonzalez,801262,801262,sa3018607,,SEA,C,C,Gonzalez,Carlos
1127,Carlos Gutierrez,699049,699049,sa3015783,,CLE,OF,OF,Gutierrez,Carlos
1128,Carlos Guzman,664346,664346,sa871477,,NYM,RP,RP,Guzman,Carlos
1129,Carlos Hernandez,672578,672578,22713,10156,KC,RP,RP,Hernandez,Carlos
1130,Carlos Hinestroza,700022,700022,sa3015503,,CHW,RP,RP,Hinestroza,Carlos
1131,Carlos Hiraldo,694031,694031,sa3015159,,HOU,RP,RP,Hiraldo,Carlos
1132,Carlos Irigoyen,678588,678588,sa3005745,,FA,SS,SS,Irigoyen,Carlos
1133,Carlos Jimenez,700027,700027,sa3015843,,CHW,1B,1B,Jimenez,Carlos
1134,Carlos Jimenez,692039,692039,sa3015599,,CHW,OF,OF,Jimenez,Carlos
1135,Carlos Jorge,699115,699115,sa3016722,,CIN,SS,SS,Jorge,Carlos
1136,Carlos Lagrange,801739,801739,sa3019390,,NYY,SP,SP,Lagrange,Carlos
1137,Carlos Linarez,701800,701800,sa3016346,,STL,C,C,Linarez,Carlos
1138,Carlos Luis,672861,672861,sa3002860,,FA,3B,3B,Luis,Carlos
1139,Carlos Martinez,593372,11682,11682,,FA,SP,SP,Martinez,Carlos
1140,Carlos Mendoza,685332,685332,sa3008944,,DET,OF,OF,Mendoza,Carlos
1141,Carlos Millan,699693,699693,sa3016051,,PHI,RP,RP,Millan,Carlos
1142,Carlos Molina,808346,808346,sa3022023,,SF,SP,SP,Molina,Carlos
1143,Carlos Monteverde,808272,808272,sa3021224,,ATL,OF,OF,Monteverde,Carlos
1144,Carlos Narvaez,665966,665966,sa916966,,NYY,C,C,Narvaez,Carlos
1145,Carlos Navas,593163,593163,sa550615,11041,FA,RP,RP,Navas,Carlos
1146,Carlos Pacheco,800149,800149,sa3018455,,OAK,OF,OF,Pacheco,Carlos
1147,Carlos Pelegrin,698984,698984,sa3015238,,DET,OF,OF,Pelegrin,Carlos
1148,Carlos Pena,685329,685329,sa3009519,,DET,SP,SP,Pena,Carlos
1149,Carlos Perez,542208,10642,10642,9035,OAK,C,C/1B,Perez,Carlos
1150,Carlos Perez,656024,656024,20805,11543,CHW,C,C,Perez,Carlos
1151,Carlos Ramos,699396,699396,sa3016185,,FA,C,C,Ramos,Carlos
1152,Carlos Rincon,665779,665779,sa917319,10384,FA,OF,OF,Rincon,Carlos
1153,Carlos Rodon,607074,16137,16137,8942,NYY,SP,SP,Rodon,Carlos
1154,Carlos Rodriguez,675430,675430,sa3017283,,OAK,C,C,Rodriguez,Carlos
1155,Carlos Rodriguez,677578,677578,sa3005478,10157,FA,OF,OF,Rodriguez,Carlos
1156,Carlos Rodriguez,692230,692230,sa3018116,11915,MIL,SP,SP,Rodriguez,Carlos
1157,Carlos Rojas,692334,692334,sa3015607,,LAD,C,C,Rojas,Carlos
1158,Carlos Romero,673395,673395,sa3003106,,WSH,RP,RP,Romero,Carlos
1159,Carlos Sanchez,800176,800176,sa3018465,,CIN,3B,3B,Sanchez,Carlos
1160,Carlos Santana,467793,2396,2396,7514,MIN,1B,1B,Santana,Carlos
1161,Carlos Santiago,678807,678807,sa3005565,,MIA,SS,SS,Santiago,Carlos
1162,Carlos Sepulveda,661148,661148,sa877338,,FA,2B,2B,Sepulveda,Carlos
1163,Carlos Silva,806991,806991,sa3021090,,MIN,C,C,Silva,Carlos
1164,Carlos Soto,666728,666728,sa900974,10882,SL,C,C,Soto,Carlos
1165,Carlos Tavares,808235,808235,sa3021209,,WSH,1B,1B,Tavares,Carlos
1166,Carlos Tavera,679857,679857,sa3017536,,BAL,SP,SP,Tavera,Carlos
1167,Carlos Tirado,800504,800504,sa3018577,,PIT,1B,1B,Tirado,Carlos
1168,Carlos Vargas,672841,672841,22915,10158,SEA,RP,RP,Vargas,Carlos
1169,Carlos Vicioso,694044,694044,sa3015690,,FA,OF,OF,Vicioso,Carlos
1170,Carlos Virahonda,808024,808024,sa3021144,,ARI,C,C,Virahonda,Carlos
1171,Carmen Mlodzinski,669387,669387,27572,11810,PIT,RP,RP,Mlodzinski,Carmen
1172,Carson Carter,690273,690273,sa3017466,,BAL,RP,RP,Carter,Carson
1173,Carson Coleman,679693,679693,sa3014857,,TEX,RP,RP,Coleman,Carson
1174,Carson Fulmer,608334,18311,18311,9404,LAA,RP,RP,Fulmer,Carson
1175,Carson Kelly,608348,13620,13620,9452,DET,C,C,Kelly,Carson
1176,Carson LaRue,670159,670159,sa918324,,FA,SP,SP,LaRue,Carson
1177,Carson Matthews,701120,701120,sa3016873,,FA,2B,2B,Matthews,Carson
1178,Carson McCusker,676812,676812,sa3022304,,MIN,OF,OF,McCusker,Carson
1179,Carson Palmquist,687223,687223,sa3020473,,COL,SP,SP,Palmquist,Carson
1180,Carson Ragsdale,685068,685068,sa3014922,,SF,SP,SP,Ragsdale,Carson
1181,Carson Roccaforte,811287,811287,sa3022825,,KC,OF,OF,Roccaforte,Carson
1182,Carson Rucker,813620,813620,,,DET,,,Rucker,Carson
1183,Carson Rudd,695297,695297,sa3014812,,CIN,SP,SP,Rudd,Carson
1184,Carson Seymour,693313,693313,sa3017868,,SF,RP,RP,Seymour,Carson
1185,Carson Spiers,686730,686730,27685,11854,CIN,RP,RP,Spiers,Carson
1186,Carson Taylor,694930,694930,sa3014468,,PHI,C,C,Taylor,Carson
1187,Carson Tucker,691020,691020,sa3014470,,CLE,SS,SS,Tucker,Carson
1188,Carson Whisenhunt,687931,687931,sa3020529,11956,SF,SP,SP,Whisenhunt,Carson
1189,Carson Williams,700246,700246,sa3017795,12024,TB,SS,SS,Williams,Carson
1190,Carter Aldrete,666177,666177,sa3010008,,FA,3B,3B,Aldrete,Carter
1191,Carter Baumler,691945,691945,sa3014480,,BAL,SP,SP,Baumler,Carter
1192,Carter Bins,670190,670190,sa1115884,,PIT,C,C,Bins,Carter
1193,Carter Howell,800765,800765,sa3020139,,SF,OF,OF,Howell,Carter
1194,Carter Jensen,695600,695600,sa3017339,,KC,C,C,Jensen,Carter
1195,Carter Kieboom,666198,666198,19958,10505,WSH,3B,3B,Kieboom,Carter
1196,Carter Loewen,659389,659389,sa3014844,,SD,RP,RP,Loewen,Carter
1197,Carter Williams,688832,688832,sa3015126,,FA,OF,OF,Williams,Carter
1198,Carter Young,677356,677356,sa3020534,,BAL,SS,SS,Young,Carter
1199,Case Williams,695406,695406,sa3015013,,COL,SP,SP,Williams,Case
1200,Casey Dana,694783,694783,sa3019896,,LAA,3B,3B,Dana,Casey
1201,Casey Lawrence,596271,596271,11121,9643,SEA,RP,RP,Lawrence,Casey
1202,Casey Legumina,668984,668984,25921,11690,CIN,RP,RP,Legumina,Casey
1203,Casey Martin,676045,676045,sa3014524,,PHI,SS,SS,Martin,Casey
1204,Casey Mize,663554,663554,20492,10159,DET,SP,SP,Mize,Casey
1205,Casey Opitz,676053,676053,sa3017509,,CHC,C,C,Opitz,Casey
1206,Casey Sadler,594987,594987,11209,8770,FA,RP,RP,Sadler,Casey
1207,Casey Schmitt,669477,669477,27577,11743,SF,SS/3B,2B/SS/ 3B,Schmitt,Casey
1208,Cavan Biggio,624415,624415,19252,10160,TOR,1B/2B/ OF,1B/2B/ 3B/OF,Biggio,Cavan
1209,Cayden Wallace,691024,691024,sa3019996,,KC,3B,3B,Wallace,Cayden
1210,Cayne Ueckert,681145,681145,sa3010789,,CHC,RP,RP,Ueckert,Cayne
1211,CD Pelham,641962,641962,19820,,FA,RP,RP,Pelham,CD
1212,Ceddanne Rafaela,678882,678882,24262,11628,BOS,OF,SS/OF,Rafaela,Ceddanne
1213,Cedric De Grandpre,678142,678142,sa3020315,,ATL,SP,SP,De Grandpre,Cedric
1214,Cedric Mullins,656775,656775,17929,10072,BAL,OF,OF,Mullins,Cedric
1215,Cesar Aguasvivas,691325,691325,sa3016787,,FA,3B,3B,Aguasvivas,Cesar
1216,Cesar Aponte,683606,683606,sa3009312,,FA,SS,SS,Aponte,Cesar
1217,Cesar Ayala,692480,692480,sa3015349,,TOR,SP,SP,Ayala,Cesar
1218,Cesar Berbesi,682452,682452,sa3008740,,FA,SS,SS,Berbesi,Cesar
1219,Cesar Bonalde,800404,800404,sa3022172,,ARI,OF,OF,Bonalde,Cesar
1220,Cesar D’Oleo,805656,805656,sa3019558,,FA,OF,OF,D’Oleo,Cesar
1221,Cesar Espinal,805238,805238,sa3019192,,KC,SP,SP,Espinal,Cesar
1222,Cesar Gomez,685461,685461,sa3014799,,HOU,SP,SP,Gomez,Cesar
1223,Cesar Gonzalez,800177,800177,sa3019308,,OAK,C,C,Gonzalez,Cesar
1224,Cesar Hernandez,514917,10556,10556,8503,FA,2B,2B/3B/ OF,Hernandez,Cesar
1225,Cesar Idrogo,677581,677581,sa3005479,,CLE,OF,OF,Idrogo,Cesar
1226,Cesar Izturis Jr.,672544,672544,sa3002847,,FA,SS,SS,Izturis Jr.,Cesar
1227,Cesar Perdomo,702885,702885,sa3019248,,SF,SP,SP,Perdomo,Cesar
1228,Cesar Prieto,693409,693409,sa3018100,,STL,SS,SS,Prieto,Cesar
1229,Cesar Salazar,663967,663967,21587,11781,HOU,C,C,Salazar,Cesar
1230,Cesar Valdez,491624,9013,9013,7374,FA,RP,RP,Valdez,Cesar
1231,Chad Bell,687382,687382,sa3010888,9467,NYY,3B,3B,Bell,Chad
1232,Chad Castillo,674913,674913,sa3019916,,PHI,1B,1B,Castillo,Chad
1233,Chad Dallas,689149,689149,sa3018180,,TOR,SP,SP,Dallas,Chad
1234,Chad Green,643338,15552,15552,9361,TOR,RP,RP,Green,Chad
1235,Chad Kuhl,641771,14975,14975,9390,CHW,SP,SP,Kuhl,Chad
1236,Chad Patrick,694477,694477,sa3017933,,MIL,SP,SP,Patrick,Chad
1237,Chad Pinder,640461,15191,15191,9433,FA,OF,OF,Pinder,Chad
1238,Chad Smith,663385,663385,20190,11478,NYM,RP,RP,Smith,Chad
1239,Chad Sobotka,656977,656977,17470,10071,FA,RP,RP,Sobotka,Chad
1240,Chad Spanberger,656989,656989,sa3004242,,FA,OF,OF,Spanberger,Chad
1241,Chad Stevens,677060,677060,sa3017040,,HOU,SS,SS,Stevens,Chad
1242,Chad Wallach,595453,17161,17161,9740,LAA,C,C,Wallach,Chad
1243,Chadwick Tromp,644433,644433,16953,11085,ATL,C,C,Tromp,Chadwick
1244,Chance Adams,664856,664856,18135,,COL,RP,RP,Adams,Chance
1245,Chance Huff,680770,680770,sa3020317,,WSH,SP,SP,Huff,Chance
1246,Chance Sisco,642082,15694,15694,9751,FA,C,C,Sisco,Chance
1247,Chandler Champlain,669441,669441,sa3018138,12029,KC,SP,SP,Champlain,Chandler
1248,Chandler Jozwiak,685001,685001,sa3017307,,MIA,RP,RP,Jozwiak,Chandler
1249,Chandler Pollard,702550,702550,,,TEX,,,Pollard,Chandler
1250,Chandler Redmond,687470,687470,sa1170749,,STL,2B,2B,Redmond,Chandler
1251,Chandler Seagle,676882,676882,23552,11882,SD,C,C,Seagle,Chandler
1252,Chandler Shepherd,605469,605469,16166,9834,FA,SP,SP,Shepherd,Chandler
1253,Chandler Simpson,802415,802415,sa3020219,,TB,OF,OF,Simpson,Chandler
1254,Channy Ortiz,671495,671495,sa3016952,,FA,2B,2B,Ortiz,Channy
1255,Charbel Gonzalez,805864,805864,sa3019703,,CHC,RP,RP,Gonzalez,Charbel
1256,Charlee Soto,805792,805792,,,MIN,P,P,Soto,Charlee
1257,Charles Hall,687205,687205,sa1170906,,FA,RP,RP,Hall,Charles
1258,Charles Leblanc,641779,641779,19813,11520,LAA,2B,2B/3B,Leblanc,Charles
1259,Charles Mack,680698,680698,sa3008250,,FA,3B,3B,Mack,Charles
1260,Charles McAdoo,807727,807727,sa3022823,,PIT,2B,2B,McAdoo,Charles
1261,Charles Nova,803367,803367,sa3019497,,KC,SS,SS,Nova,Charles
1262,Charlie Barnes,656212,656212,19865,11133,FA,SP,SP,Barnes,Charlie
1263,Charlie Blackmon,453568,7859,7859,7553,COL,OF,OF,Blackmon,Charlie
1264,Charlie Culberson,518586,3298,3298,8287,ATL,3B,2B/3B/ OF,Culberson,Charlie
1265,Charlie Harris,690429,690429,sa3014888,,FA,OF,OF,Harris,Charlie
1266,Charlie Morton,450203,4676,4676,6918,ATL,SP,SP,Morton,Charlie
1267,Charlis Aquino,683577,683577,sa3008895,,SD,SS,SS,Aquino,Charlis
1268,Charlton Welch,681234,681234,sa3016858,,SEA,C,C,Welch,Charlton
1269,Chas McCormick,676801,676801,19599,10007,HOU,OF,OF,McCormick,Chas
1270,Chase Anderson,502624,6895,6895,8781,PIT,SP,SP,Anderson,Chase
1271,Chase Chaney,681116,681116,sa3010369,,LAA,SP,SP,Chaney,Chase
1272,Chase Cohen,681484,681484,sa3007477,,OAK,SP,SP,Cohen,Chase
1273,Chase Costello,680774,680774,sa3020799,,MIL,RP,RP,Costello,Chase
1274,Chase Davis,690971,690971,sa3022426,,STL,OF,OF,Davis,Chase
1275,Chase De Jong,608328,15036,15036,9538,FA,RP,RP,De Jong,Chase
1276,Chase DeLauter,800050,800050,sa3021053,11919,CLE,OF,OF,DeLauter,Chase
1277,Chase Dollander,801403,801403,,,COL,P,P,Dollander,Chase
1278,Chase Estep,686634,686634,sa3020120,,FA,3B,3B,Estep,Chase
1279,Chase Hampton,694633,694633,sa3020682,11930,NYY,SP,SP,Hampton,Chase
1280,Chase Jaworsky,814172,814172,,,HOU,,,Jaworsky,Chase
1281,Chase Johnson,592438,15460,sa549740,9512,FA,RP,RP,Johnson,Chase
1282,Chase Krogman,687544,687544,sa3011615,,CHW,OF,OF,Krogman,Chase
1283,Chase Lee,695445,695445,sa3016946,,TEX,RP,RP,Lee,Chase
1284,Chase Luttrell,702292,702292,sa3019864,,MIA,OF,OF,Luttrell,Chase
1285,Chase Meidroth,805367,805367,sa3020011,,BOS,2B,2B,Meidroth,Chase
1286,Chase Petty,695534,695534,sa3017963,12045,CIN,SP,SP,Petty,Chase
1287,Chase Pinder,676198,676198,sa3003961,,SF,OF,OF,Pinder,Chase
1288,Chase Plymell,684384,684384,sa3017985,,CHW,RP,RP,Plymell,Chase
1289,Chase Shugart,663767,663767,sa3008548,,BOS,SP,SP,Shugart,Chase
1290,Chase Silseth,681217,681217,30074,11468,LAA,SP,SP,Silseth,Chase
1291,Chase Solesky,686678,686678,sa3009940,,CHW,SP,SP,Solesky,Chase
1292,Chase Strumpf,668664,668664,sa3010845,,CHC,2B,2B,Strumpf,Chase
1293,Chase Valentine,701106,701106,sa3020002,,SD,SS,SS,Valentine,Chase
1294,Chase Walter,690425,690425,sa3015112,,SD,SP,SP,Walter,Chase
1295,Chasen Bradford,607473,12452,12452,9690,FA,RP,RP,Bradford,Chasen
1296,Chasen Shreve,592741,10855,10855,17698,TEX,RP,RP,Shreve,Chasen
1297,Chavez Fernander,681501,681501,sa3007240,,FA,RP,RP,Fernander,Chavez
1298,Chavez Young,669945,669945,sa918963,10601,MIL,OF,OF,Young,Chavez
1299,Chay Yeager,807410,807410,,,TOR,,,Yeager,Chay
1300,Chayce McDermott,694646,694646,sa3017420,11909,BAL,RP,RP,McDermott,Chayce
1301,Chaz Roe,475054,9866,9866,8536,FA,RP,RP,Roe,Chaz
1302,Cheslor Cuthbert,596144,10473,10473,9099,FA,3B,1B/3B,Cuthbert,Cheslor
1303,Chi Chi Gonzalez,592346,14663,14663,9053,FA,RP,RP,Gonzalez,Chi Chi
1304,Chih-Jung Liu,692617,692617,sa3014675,,BOS,RP,RP,Liu,Chih-Jung
1305,Chris Alleyne,804588,804588,sa3019902,,LAD,OF,OF,Alleyne,Chris
1306,Chris Archer,502042,6345,6345,8021,FA,SP,SP,Archer,Chris
1307,Chris Bassitt,605135,12304,12304,8879,TOR,SP,SP,Bassitt,Chris
1308,Chris Betts,663341,663341,sa874791,,FA,C,C,Betts,Chris
1309,Chris Clarke,669247,669247,sa3011411,,CHC,RP,RP,Clarke,Chris
1310,Chris Devenski,606965,12763,12763,9342,TB,RP,RP,Devenski,Chris
1311,Chris Ellis,595939,595939,16125,10513,FA,SP,SP,Ellis,Chris
1312,Chris Flexen,623167,623167,13896,9502,CHW,SP,SP,Flexen,Chris
1313,Chris Gau,680961,680961,sa3007728,,PIT,RP,RP,Gau,Chris
1314,Chris Gittens,656467,656467,,11217,HOU,1B,1B,Gittens,Chris
1315,Chris Herrmann,543302,9284,9284,8406,FA,C,C,Herrmann,Chris
1316,Chris Kachmar,690148,690148,sa1170503,,CHC,SP,SP,Kachmar,Chris
1317,Chris Martin,455119,455119,11847,8768,BOS,RP,RP,Martin,Chris
1318,Chris Mazza,607391,607391,14151,10642,FA,RP,RP,Mazza,Chris
1319,Chris McMahon,675657,675657,sa3014429,,COL,SP,SP,McMahon,Chris
1320,Chris Muller,676726,676726,sa3006811,,FA,RP,RP,Muller,Chris
1321,Chris Murphy,669684,669684,26214,11710,BOS,SP,SP,Murphy,Chris
1322,Chris Newell,683006,683006,sa3019971,,LAD,OF,OF,Newell,Chris
1323,Chris Okey,608360,608360,19245,11490,LAD,C,C,Okey,Chris
1324,Chris Owings,572008,10030,10030,8611,LAD,2B,2B/SS,Owings,Chris
1325,Chris Paddack,663978,663978,20099,10161,MIN,SP,SP,Paddack,Chris
1326,Chris Rabago,657253,657253,sa829062,9842,DET,C,C,Rabago,Chris
1327,Chris Rodriguez,669735,669735,22310,10162,ARI,RP,RP,Rodriguez,Chris
1328,Chris Roller,676896,676896,sa3004068,,MIL,OF,OF,Roller,Chris
1329,Chris Rotondo,700658,700658,sa3019861,,STL,OF,OF,Rotondo,Chris
1330,Chris Roycroft,688297,688297,sa3019635,,STL,RP,RP,Roycroft,Chris
1331,Chris Rusin,543734,9895,9895,8371,FA,RP,RP,Rusin,Chris
1332,Chris Sale,519242,10603,10603,7887,ATL,SP,SP,Sale,Chris
1333,Chris Shaw,622046,17738,17738,9797,FA,1B,1B,Shaw,Chris
1334,Chris Stratton,608717,13761,13761,9292,KC,RP,RP,Stratton,Chris
1335,Chris Taylor,621035,13757,13757,8852,LAD,SS/3B/ OF,SS/3B/ OF,Taylor,Chris
1336,Chris Vallimont,681808,681808,24935,11365,FA,SP,SP,Vallimont,Chris
1337,Chris Williams,675910,675910,sa3007028,,MIN,C,C,Williams,Chris
1338,Chris Wright,686819,686819,sa3011531,,SF,RP,RP,Wright,Chris
1339,Christian Arroyo,624414,16434,16434,8969,MIL,2B,2B,Arroyo,Christian
1340,Christian Bethancourt,542194,10028,10028,8615,MIA,C,C,Bethancourt,Christian
1341,Christian Cairo,686551,686551,sa3010028,,CLE,2B,2B,Cairo,Christian
1342,Christian Cerda,692416,692416,sa3015623,,ARI,C,C,Cerda,Christian
1343,Christian Chamberlain,685125,685125,sa3014486,,KC,SP,SP,Chamberlain,Christian
1344,Christian Donahue,656378,656378,sa3005401,,FA,2B,2B,Donahue,Christian
1345,Christian Edwards,701180,701180,sa3017691,,CHW,RP,RP,Edwards,Christian
1346,Christian Encarnacion-Strand,687952,687952,30011,11736,CIN,1B,1B,Encarnacion-Strand,Christian
1347,Christian Franklin,681047,681047,sa3017510,,CHC,OF,OF,Franklin,Christian
1348,Christian Koss,683766,683766,sa3011227,,BOS,SS,SS,Koss,Christian
1349,Christian Lopes,547173,547173,13472,9337,FA,2B,2B,Lopes,Christian
1350,Christian MacLeod,681306,681306,sa3018005,,MIN,SP,SP,MacLeod,Christian
1351,Christian McGowan,694909,694909,sa3017896,,PHI,SP,SP,McGowan,Christian
1352,Christian Mejias,671781,671781,sa946165,,MIL,SP,SP,Mejias,Christian
1353,Christian Molfetta,681538,681538,sa3016962,,DET,C,C,Molfetta,Christian
1354,Christian Montes De Oca,801216,801216,sa3018207,,ARI,RP,RP,Montes De Oca,Christian
1355,Christian Roa,685005,685005,sa3014477,,CIN,RP,RP,Roa,Christian
1356,Christian Robinson,669452,669452,sa3017074,,FA,OF,OF,Robinson,Christian
1357,Christian Romero,699071,699071,sa3016260,,LAD,SP,SP,Romero,Christian
1358,Christian Scott,681035,681035,sa3017948,11912,NYM,SP,SP,Scott,Christian
1359,Christian Sepulveda,689440,689440,sa3018244,,LAA,3B,3B,Sepulveda,Christian
1360,Christian Suarez,800422,800422,sa3018559,,FA,1B,1B,Suarez,Christian
1361,Christian Vazquez,543877,9774,9774,8843,MIN,C,C,Vazquez,Christian
1362,Christian Walker,572233,13419,13419,8924,ARI,1B,1B,Walker,Christian
1363,Christian Yelich,592885,11477,11477,7903,MIL,OF,OF,Yelich,Christian
1364,Christian Zazueta,800537,800537,sa3018867,,LAD,SP,SP,Zazueta,Christian
1365,Christin Stewart,621514,621514,17714,9801,FA,OF,OF,Stewart,Christin
1366,Christopher Bec,681804,681804,sa3006727,,FA,C,C,Bec,Christopher
