#,Name,MLBAMID,RazzballID,FangraphsID,NFBCID,Team,ESPN_POS,YAHOO_POS,Last,First
5553,Roberto Ramos,657733,657733,sa829199,11425,BOS,1B,1B,Ramos,Roberto
5554,Robinson Cano,429664,3269,3269,5000,FA,2B,2B,Cano,Robinson
5555,Robinson Chirinos,455139,3142,3142,8110,FA,C,C,Chirinos,Robinson
5556,Robinson Leyer,622490,622490,14399,10938,FA,RP,RP,Leyer,Robinson
5557,Robinson Ortiz,673662,673662,,,LAD,SP,SP,Ortiz,Robinson
5558,Robinson Pina,673820,673820,sa3003123,,PHI,SP,SP,Pina,Robinson
5559,Robinson Vargas,691296,691296,sa3016081,,FA,OF,OF,Vargas,Robinson
5560,Roby Enriquez,690702,690702,sa3018209,,FA,OF,OF,Enriquez,Roby
5561,Roc Riggio,691792,691792,,,NYY,,,Riggio,Roc
5562,Roddery Munoz,682610,682610,sa3008104,,MIA,RP,RP,Munoz,Roddery
5563,Roderick Arias,703149,703149,,,NYY,SS,SS,Arias,Roderick
5564,Roderick Flores,808228,808228,sa3021205,,MIL,SS,SS,Flores,Roderick
5565,Rodney Boone,674868,674868,sa3018107,,CLE,SP,SP,Boone,Rodney
5566,Rodney Hutchison,663899,663899,sa3008162,,SEA,RP,RP,Hutchison,Rodney
5567,Rodney Theophile,682496,682496,sa3008228,,WSH,SP,SP,Theophile,Rodney
5568,Rodolfo Bone,678315,678315,sa3006424,,FA,C,C,Bone,Rodolfo
5569,Rodolfo Castro,666801,666801,21987,10906,PHI,2B/SS,2B/SS/ 3B,Castro,Rodolfo
5570,Rodolfo De La Cruz,699012,699012,sa3015767,,PIT,OF,OF,De La Cruz,Rodolfo
5571,Rodolfo Duran,660710,660710,sa877500,,KC,C,C,Duran,Rodolfo
5572,Rodolfo Nolasco,683616,683616,sa3008907,,PIT,OF,OF,Nolasco,Rodolfo
5573,Roel Ramirez,641995,641995,16470,10894,FA,RP,RP,Ramirez,Roel
5574,Roelmy Garcia,691916,691916,sa3015434,,TB,RP,RP,Garcia,Roelmy
5575,Roemon Fields,605231,16168,,,TOR,OF,OF,Fields,Roemon
5576,Roenis Elias,606273,12673,12673,8735,FA,RP,RP,Elias,Roenis
5577,Rogelio Armenteros,660494,660494,17679,9804,FA,SP,SP,Armenteros,Rogelio
5578,Roger Lasso,699068,699068,sa3015789,,LAD,OF,OF,Lasso,Roger
5579,Roger Leyton,691273,691273,sa3015167,,KC,OF,OF,Leyton,Roger
5580,Roiber Talavera,699696,699696,sa3016799,,SEA,SP,SP,Talavera,Roiber
5581,Roilan Machandy,691513,691513,,,HOU,OF,OF,Machandy,Roilan
5582,Roiner Quintana,805452,805452,sa3019510,,HOU,OF,OF,Quintana,Roiner
5583,Roismar Quintana,692453,692453,sa3014718,,WSH,OF,OF,Quintana,Roismar
5584,Rolando Espinosa,678849,678849,sa3005774,,HOU,SS,SS,Espinosa,Rolando
5585,Roldani Baldwin,650380,650380,sa828313,,FA,C,C,Baldwin,Roldani
5586,Rolddy Munoz,691548,691548,sa3011575,,ATL,RP,RP,Munoz,Rolddy
5587,Roman Anthony,701350,701350,sa3020211,11948,BOS,OF,OF,Anthony,Roman
5588,Roman La Torre,800398,800398,sa3018956,,MIL,C,C,La Torre,Roman
5589,Roman Phansalkar,676502,676502,sa3019949,,LAA,RP,RP,Phansalkar,Roman
5590,Roman Quinn,596451,13546,13546,9307,FA,OF,OF,Quinn,Roman
5591,Romel Mendez,800174,800174,sa3019684,,PHI,OF,OF,Mendez,Romel
5592,Romy Gonzalez,663853,663853,21562,11276,BOS,2B,2B/OF,Gonzalez,Romy
5593,Ron Marinaccio,676760,676760,23488,11392,NYY,RP,RP,Marinaccio,Ron
5594,Ronaiker Palma,681623,681623,sa3005624,,COL,C,C,Palma,Ronaiker
5595,Ronal Antigua,691274,691274,sa3016865,,FA,OF,OF,Antigua,Ronal
5596,Ronald Acuna Jr.,660670,660670,18401,9775,ATL,OF,OF,Acuna Jr.,Ronald
5597,Ronald Bolanos,671790,671790,20041,10685,FA,RP,RP,Bolanos,Ronald
5598,Ronald Guzman,608597,608597,14388,9485,BAL,1B,1B,Guzman,Ronald
5599,Ronald Hernandez,805082,805082,,,NYM,,,Hernandez,Ronald
5600,Ronald Pena,699056,699056,sa3015787,,CLE,OF,OF,Pena,Ronald
5601,Ronald Rosario,691385,691385,sa3015525,,BOS,C,C,Rosario,Ronald
5602,Ronald Torreyes,591720,11400,11400,9165,FA,SS,2B/SS/ 3B,Torreyes,Ronald
5603,Ronaldo Flores,683612,683612,sa3009551,,LAA,C,C,Flores,Ronaldo
5604,Ronaldo Hernandez,660613,660613,sa881850,10317,ARI,C,C,Hernandez,Ronaldo
5605,Ronaldo Urdaneta,666653,666653,sa917292,,FA,2B,2B,Urdaneta,Ronaldo
5606,Ronan Kopp,691947,691947,sa3017751,,LAD,SP,SP,Kopp,Ronan
5607,Ronel Blanco,669854,669854,19407,11447,HOU,RP,RP,Blanco,Ronel
5608,Roni Cabrera,800492,800492,sa3018575,,KC,OF,OF,Cabrera,Roni
5609,Ronnie Dawson,669008,669008,19710,10998,FA,OF,OF,Dawson,Ronnie
5610,Ronnie Martinez,693786,693786,sa3016142,,FA,OF,OF,Martinez,Ronnie
5611,Ronny Garcia,672774,672774,sa3003030,,FA,SP,SP,Garcia,Ronny
5612,Ronny Henriquez,678692,678692,24094,11371,MIN,RP,RP,Henriquez,Ronny
5613,Ronny Mauricio,677595,677595,23698,10318,NYM,2B,2B/3B,Mauricio,Ronny
5614,Ronny Novas,687669,687669,sa3008957,,FA,OF,OF,Novas,Ronny
5615,Ronny Polanco,692552,692552,sa3015197,,ARI,2B,2B,Polanco,Ronny
5616,Ronny Ramirez,703035,703035,sa3017223,,FA,OF,OF,Ramirez,Ronny
5617,Ronny Robles,800071,800071,sa3019256,,CHW,RP,RP,Robles,Ronny
5618,Ronny Simon,682927,682927,sa3008365,,TB,2B,2B,Simon,Ronny
5619,Ronny Ugarte,800164,800164,sa3018460,,COL,1B,1B,Ugarte,Ronny
5620,Rony Garcia,665621,665621,20430,10797,FA,RP,RP,Garcia,Rony
5621,Roosbert Tapia,800389,800389,sa3018547,,TB,3B,3B,Tapia,Roosbert
5622,Roque Gutierrez,692262,692262,sa3015440,,LAD,SP,SP,Gutierrez,Roque
5623,Roque Salinas,701010,701010,sa3018215,,TOR,OF,OF,Salinas,Roque
5624,Rosman Verdugo,698916,698916,sa3018393,,SD,SS,SS,Verdugo,Rosman
5625,Ross Adolph,680244,680244,sa3006666,,HOU,OF,OF,Adolph,Ross
5626,Ross Carver,687102,687102,sa3017069,,CLE,SP,SP,Carver,Ross
5627,Ross Detwiler,446321,2859,2859,6866,FA,RP,RP,Detwiler,Ross
5628,Ross Stripling,548389,13273,13273,9281,OAK,SP,SP,Stripling,Ross
5629,Rougned Odor,596059,12282,12282,8718,FA,2B,2B/OF,Odor,Rougned
5630,Rowan Wick,592858,592858,14646,9559,TOR,RP,RP,Wick,Rowan
5631,Rowdey Jordan,679821,679821,sa3017214,,NYM,OF,OF,Jordan,Rowdey
5632,Rowdy Tellez,642133,15679,15679,9880,PIT,1B,1B,Tellez,Rowdy
5633,Roy Morales,641896,641896,sa829030,,FA,C,C,Morales,Roy
5634,Royber Salinas,683690,683690,sa3009243,11927,OAK,SP,SP,Salinas,Royber
5635,Royce Lewis,668904,668904,20437,10319,MIN,3B,3B,Lewis,Royce
5636,Roylems Rangel,692428,692428,sa3015629,,FA,C,C,Rangel,Roylems
5637,Roynier Hernandez,800281,800281,sa3018495,,COL,2B,2B,Hernandez,Roynier
5638,Rubel Cespedes,686438,686438,sa3008953,,MIN,2B,2B,Cespedes,Rubel
5639,Ruben Cardenas,665180,665180,sa3007505,10593,TB,OF,OF,Cardenas,Ruben
5640,Ruben Castillo,692645,692645,sa3015455,,LAA,RP,RP,Castillo,Ruben
5641,Ruben Ibarra,702140,702140,sa3017053,,CIN,1B,1B,Ibarra,Ruben
5642,Ruben Santana,800185,800185,,,ARI,3B,3B,Santana,Ruben
5643,Ruben Tejada,514913,5519,5519,7096,FA,SS,SS,Tejada,Ruben
5644,Ruben Vizcaya,699006,699006,sa3015766,,PIT,OF,OF,Vizcaya,Ruben
5645,Rudy Martin,657675,657675,sa829374,,FA,OF,OF,Martin,Rudy
5646,Rusber Estrada,682005,682005,sa3007077,,ATL,C,C,Estrada,Rusber
5647,Russell Smith,669080,669080,sa3018191,,MIL,SP,SP,Smith,Russell
5648,Ryan Aguilar,666922,666922,19967,11549,FA,OF,OF,Aguilar,Ryan
5649,Ryan Anderson,669243,669243,sa1172845,,NYY,RP,RP,Anderson,Ryan
5650,Ryan Bergert,686701,686701,sa3017418,,SD,SP,SP,Bergert,Ryan
5651,Ryan Bliss,669208,669208,sa3016951,11941,SEA,2B,2B,Bliss,Ryan
5652,Ryan Boldt,624416,624416,sa738262,10320,FA,OF,OF,Boldt,Ryan
5653,Ryan Borucki,621366,621366,16350,9960,PIT,RP,RP,Borucki,Ryan
5654,Ryan Boyer,801682,801682,sa3018151,,TOR,RP,RP,Boyer,Ryan
5655,Ryan Brady,676433,676433,sa3020313,,KC,RP,RP,Brady,Ryan
5656,Ryan Brasier,518489,5615,5615,8481,LAD,RP,RP,Brasier,Ryan
5657,Ryan Buchter,488748,9456,9456,8739,FA,RP,RP,Buchter,Ryan
5658,Ryan Burr,621114,621114,17536,10084,PHI,RP,RP,Burr,Ryan
5659,Ryan Burrowes,802018,802018,,,CHW,SS,SS,Burrowes,Ryan
5660,Ryan Cardona,701318,701318,sa3017470,,CIN,SP,SP,Cardona,Ryan
5661,Ryan Carpenter,543001,543001,,9978,SD,SP,SP,Carpenter,Ryan
5662,Ryan Casteel,592205,10869,sa549286,,ATL,C,C,Casteel,Ryan
5663,Ryan Castellani,624418,624418,16377,10458,FA,RP,RP,Castellani,Ryan
5664,Ryan Castillo,801462,801462,sa3019098,,CHW,3B,3B,Castillo,Ryan
5665,Ryan Cermak,688714,688714,sa3020204,,TB,OF,OF,Cermak,Ryan
5666,Ryan Chasse,805989,805989,sa3020266,,TOR,RP,RP,Chasse,Ryan
5667,Ryan Clifford,691775,691775,sa3020126,,NYM,OF,OF,Clifford,Ryan
5668,Ryan Conroy,681795,681795,sa3007906,,FA,RP,RP,Conroy,Ryan
5669,Ryan Costeiu,695065,695065,sa3017260,,LAA,SP,SP,Costeiu,Ryan
5670,Ryan Cusick,680743,680743,sa3017385,,OAK,SP,SP,Cusick,Ryan
5671,Ryan Feltner,663372,663372,21446,11282,COL,SP,SP,Feltner,Ryan
5672,Ryan Fernandez,681676,681676,sa3007996,,STL,RP,RP,Fernandez,Ryan
5673,Ryan Fitzgerald,680837,680837,sa3006218,11436,KC,SS,SS,Fitzgerald,Ryan
5674,Ryan Galanie,814436,814436,sa3022759,,CHW,1B,1B,Galanie,Ryan
5675,Ryan Garcia,674114,674114,sa3011190,,TEX,SP,SP,Garcia,Ryan
5676,Ryan Goins,572365,9807,9807,8585,FA,3B,SS/3B/ OF,Goins,Ryan
5677,Ryan Gold,670394,670394,sa918639,,TEX,C,C,Gold,Ryan
5678,Ryan Gusto,687473,687473,sa3011818,,HOU,SP,SP,Gusto,Ryan
5679,Ryan Hartman,670057,670057,19480,11232,FA,RP,RP,Hartman,Ryan
5680,Ryan Harvey,687308,687308,sa3021724,,NYY,SP,SP,Harvey,Ryan
5681,Ryan Helsley,664854,664854,18138,10321,STL,RP,RP,Helsley,Ryan
5682,Ryan Hendrix,641682,641682,19535,10750,FA,RP,RP,Hendrix,Ryan
5683,Ryan Hennen,802402,802402,sa3018277,,BAL,RP,RP,Hennen,Ryan
5684,Ryan Higgins,696287,696287,sa3017220,,BAL,OF,OF,Higgins,Ryan
5685,Ryan Holgate,677339,677339,sa3016998,,FA,OF,OF,Holgate,Ryan
5686,Ryan January,663528,663528,sa918104,,LAD,C,C,January,Ryan
5687,Ryan Jeffers,680777,680777,24618,10946,MIN,C,C,Jeffers,Ryan
5688,Ryan Jennings,688214,688214,sa3020634,,TOR,SP,SP,Jennings,Ryan
5689,Ryan Jensen,686754,686754,sa3011496,,MIN,SP,SP,Jensen,Ryan
5690,Ryan Johnson,802459,802459,sa3022569,,HOU,2B,2B,Johnson,Ryan
5691,Ryan Kreidler,668952,668952,25867,11324,DET,SS,SS/3B,Kreidler,Ryan
5692,Ryan LaMarre,534606,10700,10700,9131,FA,OF,OF,LaMarre,Ryan
5693,Ryan Langford,679622,679622,sa3020880,,LAA,RP,RP,Langford,Ryan
5694,Ryan Lasko,805782,805782,,,OAK,,,Lasko,Ryan
5695,Ryan Lavarnway,543432,8879,8879,,FA,C,C,Lavarnway,Ryan
5696,Ryan Leitch,683318,683318,sa3019943,,PHI,C,C,Leitch,Ryan
5697,Ryan Long,702465,702465,sa3017616,,BAL,SP,SP,Long,Ryan
5698,Ryan Loutos,702795,702795,sa3016850,,STL,RP,RP,Loutos,Ryan
5699,Ryan McBroom,643436,643436,16524,10687,FA,OF,OF,McBroom,Ryan
5700,Ryan McCarthy,804884,804884,sa3022264,,CHW,OF,OF,McCarthy,Ryan
5701,Ryan McCarty,806005,806005,sa3020244,,TOR,3B,3B,McCarty,Ryan
5702,Ryan McKenna,663630,663630,19928,10731,BAL,OF,OF,McKenna,Ryan
5703,Ryan McMahon,641857,15112,15112,9726,COL,2B/3B,2B/3B,McMahon,Ryan
5704,Ryan Meisinger,664682,664682,18105,10052,FA,RP,RP,Meisinger,Ryan
5705,Ryan Middendorf,805437,805437,sa3019506,,MIL,RP,RP,Middendorf,Ryan
5706,Ryan Miller,668943,668943,sa3008035,,LAA,RP,RP,Miller,Ryan
5707,Ryan Mountcastle,663624,663624,18373,9977,BAL,1B,1B,Mountcastle,Ryan
5708,Ryan Murphy,694885,694885,sa3014871,11426,SF,SP,SP,Murphy,Ryan
5709,Ryan Noda,676116,676116,23312,10322,OAK,1B,1B,Noda,Ryan
5710,Ryan Nutof,657246,657246,sa915630,,FA,RP,RP,Nutof,Ryan
5711,Ryan O’Hearn,656811,656811,16442,9824,BAL,1B/OF,1B/OF,O’Hearn,Ryan
5712,Ryan Olson,624514,624514,sa918258,,CIN,RP,RP,Olson,Ryan
5713,Ryan Pepiot,686752,686752,26221,11059,TB,SP,SP,Pepiot,Ryan
5714,Ryan Pressly,519151,7005,7005,8452,HOU,RP,RP,Pressly,Ryan
5715,Ryan Reckley,703144,703144,,,SF,,,Reckley,Ryan
5716,Ryan Ritter,690022,690022,sa3020206,,COL,SS,SS,Ritter,Ryan
5717,Ryan Rolison,669020,669020,sa3008244,10323,COL,SP,SP,Rolison,Ryan
5718,Ryan Sherriff,595411,595411,12249,9737,FA,RP,RP,Sherriff,Ryan
5719,Ryan Shreve,662914,662914,sa3010555,,STL,RP,RP,Shreve,Ryan
5720,Ryan Smith,686768,686768,sa1159711,,FA,RP,RP,Smith,Ryan
5721,Ryan Spikes,691797,691797,sa3017792,,TB,2B,2B,Spikes,Ryan
5722,Ryan Tepera,572193,10291,10291,9038,FA,RP,RP,Tepera,Ryan
5723,Ryan Thompson,657044,657044,16647,10960,ARI,RP,RP,Thompson,Ryan
5724,Ryan Vilade,668723,668723,22165,10324,DET,OF,OF,Vilade,Ryan
5725,Ryan Walker,676254,676254,20423,11794,SF,RP,RP,Walker,Ryan
5726,Ryan Ward,669899,669899,sa1169792,,LAD,OF,OF,Ward,Ryan
5727,Ryan Watson,670245,670245,sa3015070,,BAL,SP,SP,Watson,Ryan
5728,Ryan Weathers,677960,677960,23796,10325,MIA,SP,SP,Weathers,Ryan
5729,Ryan Webb,669067,669067,sa3018280,,CLE,SP,SP,Webb,Ryan
5730,Ryan Weber,543901,10160,10160,9162,FA,RP,RP,Weber,Ryan
5731,Ryan Weiss,680802,680802,sa3007778,,FA,RP,RP,Weiss,Ryan
5732,Ryan Wrobleski,696141,696141,sa3020239,,HOU,C,C,Wrobleski,Ryan
5733,Ryan Yarbrough,642232,642232,16502,9807,LAD,SP,SP,Yarbrough,Ryan
5734,Ryan Yeager,694271,694271,sa3019840,,SL,1B,1B,Yeager,Ryan
5735,Ryan Zeferjahn,666171,666171,sa3011217,,BOS,SP,SP,Zeferjahn,Ryan
5736,Ryder Green,680685,680685,sa3007875,,FA,OF,OF,Green,Ryder
5737,Ryder Jones,624507,15982,15982,9694,FA,3B,3B,Jones,Ryder
5738,Ryder Ryan,656924,656924,19891,11837,PIT,RP,RP,Ryan,Ryder
5739,Rylan Bannon,676625,676625,19768,11132,NYM,3B,3B,Bannon,Rylan
5740,Ryley Gilliam,663894,663894,sa3008225,11012,FA,RP,RP,Gilliam,Ryley
5741,Ryne Harper,607560,607560,12680,9665,FA,RP,RP,Harper,Ryne
5742,Ryne Nelson,669194,669194,26253,11326,ARI,SP,SP,Nelson,Ryne
5743,Ryne Stanek,592773,15947,15947,9519,SEA,RP,RP,Stanek,Ryne
5744,Sabin Ceballos,694754,694754,,,ATL,,,Ceballos,Sabin
5745,Sadrac Franco,677614,677614,sa3005073,,LAA,RP,RP,Franco,Sadrac
5746,Sahid Valenzuela,684541,684541,sa3014882,,OAK,2B,2B,Valenzuela,Sahid
5747,Sal Frelick,686217,686217,29622,11581,MIL,OF,OF,Frelick,Sal
5748,Sal Romano,607219,13690,13690,9256,FA,RP,RP,Romano,Sal
5749,Sal Stewart,701398,701398,sa3020130,,CIN,3B,3B,Stewart,Sal
5750,Salvador Perez,521692,7304,7304,8134,KC,C/1B,C/1B,Perez,Salvador
5751,Sam Bachman,696147,696147,29754,11796,LAA,RP,RP,Bachman,Sam
5752,Sam Brown,694848,694848,,,LAA,,,Brown,Sam
5753,Sam Carlson,672277,672277,sa3005015,,MIL,SP,SP,Carlson,Sam
5754,Sam Clay,621348,621348,16279,10949,FA,RP,RP,Clay,Sam
5755,Sam Coonrod,656322,17264,17264,10479,FA,RP,RP,Coonrod,Sam
5756,Sam Delaplane,676845,676845,sa3004222,10816,FA,RP,RP,Delaplane,Sam
5757,Sam Freeman,518693,6832,6832,8308,FA,RP,RP,Freeman,Sam
5758,Sam Gaviglio,543208,543208,12778,9654,FA,RP,RP,Gaviglio,Sam
5759,Sam Haggerty,664059,664059,18054,10683,SEA,OF,2B/OF,Haggerty,Sam
5760,Sam Hentges,656529,656529,18548,10326,CLE,RP,RP,Hentges,Sam
5761,Sam Hilliard,656541,656541,17954,10457,COL,OF,OF,Hilliard,Sam
5762,Sam Howard,607572,607572,16265,9844,FA,RP,RP,Howard,Sam
5763,Sam Huff,669087,669087,22209,10826,TEX,C,C,Huff,Sam
5764,Sam Long,669674,669674,25379,11220,KC,RP,RP,Long,Sam
5765,Sam McWilliams,656726,656726,sa829124,,CHC,SP,SP,McWilliams,Sam
5766,Sam Moll,594580,14874,14874,9498,CIN,RP,RP,Moll,Sam
5767,Sam Selman,572125,572125,13397,10657,FA,RP,RP,Selman,Sam
5768,Sam Travis,607752,16263,16263,9660,FA,1B,1B/OF,Travis,Sam
5769,Sam Weatherly,676333,676333,sa3014455,,COL,SP,SP,Weatherly,Sam
5770,Sam Wolff,572406,572406,sa503437,11042,FA,RP,RP,Wolff,Sam
5771,Samad Taylor,669392,669392,22274,11640,SEA,OF,2B/OF,Taylor,Samad
5772,Samil Dishmey,808120,808120,sa3021841,,LAA,OF,OF,Dishmey,Samil
5773,Samil Polanco,681177,681177,sa3006676,,FA,SS,SS,Polanco,Samil
5774,Samir Chires,698968,698968,sa3016254,,SF,SP,SP,Chires,Samir
5775,Sammy Peralta,671111,671111,25589,11790,CHW,RP,RP,Peralta,Sammy
5776,Sammy Siani,686445,686445,sa3010704,,PIT,OF,OF,Siani,Sammy
5777,Sammy Stafura,806230,806230,,,CIN,,,Stafura,Sammy
5778,Samuel Aldegheri,691951,691951,sa3015152,,PHI,SP,SP,Aldegheri,Samuel
5779,Samuel Basallo,694212,694212,sa3015716,12039,BAL,C,C,Basallo,Samuel
5780,Samuel Capellan,800290,800290,sa3018500,,HOU,2B,2B,Capellan,Samuel
5781,Samuel Colmenares,807973,807973,sa3021762,,TOR,SP,SP,Colmenares,Samuel
5782,Samuel Escudero,699167,699167,sa3015807,,PIT,C,C,Escudero,Samuel
5783,Samuel Fabian,699022,699022,sa3016711,,STL,RP,RP,Fabian,Samuel
5784,Samuel Gil,800510,800510,sa3018963,,DET,SS,SS,Gil,Samuel
5785,Samuel Hernandez,803679,803679,sa3020141,,SL,C,C,Hernandez,Samuel
5786,Samuel Infante,692221,692221,sa3014717,,WSH,2B,2B,Infante,Samuel
5787,Samuel Infante,2022692221,2022692221,,,WSH,,,Infante,Samuel
5788,Samuel Mejia,692410,692410,sa3016475,,TB,RP,RP,Mejia,Samuel
5789,Samuel Munoz,703153,703153,,,LAD,OF,OF,Munoz,Samuel
5790,Samuel Parra,691420,691420,sa3016086,,CLE,OF,OF,Parra,Samuel
5791,Samuel Praytor,671217,671217,sa3017151,,MIA,C,C,Praytor,Samuel
5792,Samuel Reyes,672795,672795,sa3003036,,WSH,RP,RP,Reyes,Samuel
5793,Samuel Rojas,691446,691446,sa3016088,,DET,C,C,Rojas,Samuel
5794,Samuel Strickland,694436,694436,sa3017139,,ATL,SP,SP,Strickland,Samuel
5795,Samuel Valerio,682936,682936,sa3009220,,KC,RP,RP,Valerio,Samuel
5796,Samuel Vasquez,679029,679029,sa3005849,,WSH,RP,RP,Vasquez,Samuel
5797,Samuel Zavala,694214,694214,sa3015718,,SD,OF,OF,Zavala,Samuel
5798,Sander Mora,677623,677623,sa3006578,,FA,SS,SS,Mora,Sander
5799,Sandro Fabian,660758,660758,sa872803,,TEX,OF,OF,Fabian,Sandro
5800,Sandro Gaston,801228,801228,sa3018598,,HOU,C,C,Gaston,Sandro
5801,Sandro Pereira,808014,808014,sa3021140,,HOU,2B,2B,Pereira,Sandro
5802,Sandry Hernandez,692587,692587,sa3015649,,FA,OF,OF,Hernandez,Sandry
5803,Sandy Alcantara,645261,645261,18684,9754,MIA,SP,SP,Alcantara,Sandy
5804,Sandy Gaston,682624,682624,sa3011136,,TB,RP,RP,Gaston,Sandy
5805,Sandy Leon,506702,5273,5273,8285,KC,DH,C,Leon,Sandy
5806,Sandy Ruiz,808709,808709,sa3021640,,KC,3B,3B,Ruiz,Sandy
5807,Sanson Faltine,683104,683104,sa3020118,,CIN,SS,SS,Faltine,Sanson
5808,Santiago Chavez,622700,622700,sa657706,9334,FA,C,C,Chavez,Santiago
5809,Santiago Contreras,808493,808493,sa3021272,,SD,C,C,Contreras,Santiago
5810,Santiago Espinal,669289,669289,19997,10781,TOR,2B/3B,2B/SS/ 3B,Espinal,Santiago
5811,Santiago Gomez,801726,801726,sa3018616,,NYY,SS,SS,Gomez,Santiago
5812,Santiago Millan,692424,692424,sa3015628,,TB,OF,OF,Millan,Santiago
5813,Santiago Pinto,808392,808392,sa3021265,,DET,OF,OF,Pinto,Santiago
5814,Santiago Suarez,800571,800571,sa3019386,,TB,RP,RP,Suarez,Santiago
5815,Santiago Torres,691909,691909,sa3016307,,PHI,OF,OF,Torres,Santiago
5816,Saul Garza,676941,676941,sa3015225,,KC,1B,1B,Garza,Saul
5817,Saul Gonzalez,682015,682015,sa3008360,,CHC,SP,SP,Gonzalez,Saul
5818,Saul Teran,699703,699703,sa3018296,,PHI,RP,RP,Teran,Saul
5819,Sauryn Lao,666659,666659,sa917331,,LAD,3B,3B,Lao,Sauryn
5820,Sawyer Gipson-Long,687830,687830,26048,11863,DET,SP,SP,Gipson-Long,Sawyer
5821,Scott Alexander,518397,10591,10591,9149,OAK,RP,RP,Alexander,Scott
5822,Scott Barlow,605130,605130,14993,9923,CLE,RP,RP,Barlow,Scott
5823,Scott Blewett,656240,656240,16427,10452,FA,RP,RP,Blewett,Scott
5824,Scott Effross,664123,664123,18384,11273,NYY,RP,RP,Effross,Scott
5825,Scott Heineman,595981,595981,14453,10490,SEA,OF,OF,Heineman,Scott
5826,Scott Hurst,656568,656568,20501,10557,FA,OF,OF,Hurst,Scott
5827,Scott Kapers,663727,663727,sa3007013,,TEX,C,C,Kapers,Scott
5828,Scott Kazmir,431148,4897,4897,4626,FA,SP,SP,Kazmir,Scott
5829,Scott Kingery,664068,664068,17975,9777,PHI,OF,2B/SS/ 3B/OF,Kingery,Scott
5830,Scott Manea,657672,657672,sa829837,,FA,C,C,Manea,Scott
5831,Scott McGough,543518,12056,12056,9130,ARI,RP,RP,McGough,Scott
5832,Scott McKeon,685096,685096,sa3014826,,CHC,SS,SS,McKeon,Scott
5833,Scott Moss,641900,641900,sa738902,10755,FA,SP,SP,Moss,Scott
5834,Scott Ota,679295,679295,sa1169866,,FA,OF,OF,Ota,Scott
5835,Scott Randall,695246,695246,sa3017752,,PIT,SP,SP,Randall,Scott
5836,Scott Schebler,594988,12225,12225,9066,FA,OF,OF,Schebler,Scott
5837,Scott Schreiber,676073,676073,sa3007637,,FA,OF,OF,Schreiber,Scott
5838,Sean Bouchard,656248,656248,21270,11497,COL,OF,OF,Bouchard,Sean
5839,Sean Boyle,682044,682044,sa3007618,,NYY,SP,SP,Boyle,Sean
5840,Sean Burke,680732,680732,sa3017461,11755,CHW,RP,RP,Burke,Sean
5841,Sean Doolittle,448281,1581,1581,7519,FA,RP,RP,Doolittle,Sean
5842,Sean Guenther,674944,674944,20045,11251,DET,RP,RP,Guenther,Sean
5843,Sean Harney,686184,686184,sa3020472,,TB,SP,SP,Harney,Sean
5844,Sean Hermann,702314,702314,sa3019429,,NYY,SP,SP,Hermann,Sean
5845,Sean Hjelle,663546,663546,21481,10791,SF,SP,SP,Hjelle,Sean
5846,Sean Hunley,695038,695038,sa3017316,,TB,SP,SP,Hunley,Sean
5847,Sean Manaea,640455,15873,15873,8666,NYM,SP,SP,Manaea,Sean
5848,Sean McLain,683169,683169,,,LAD,,,McLain,Sean
5849,Sean Mellen,673920,673920,sa3011865,,TOR,RP,RP,Mellen,Sean
5850,Sean Mooney,668855,668855,sa3014913,,MIN,SP,SP,Mooney,Sean
5851,Sean Mullen,680863,680863,sa3017843,,TB,RP,RP,Mullen,Sean
5852,Sean Murphy,669221,669221,19352,10327,ATL,C,C,Murphy,Sean
5853,Sean Newcomb,656794,16943,16943,8947,OAK,RP,RP,Newcomb,Sean
5854,Sean Nolin,543594,11341,11341,8497,FA,RP,RP,Nolin,Sean
5855,Sean Poppen,664092,664092,19583,10637,SEA,RP,RP,Poppen,Sean
5856,Sean Reid-Foley,656887,656887,17034,10074,NYM,RP,RP,Reid-Foley,Sean
5857,Sean Reynolds,669308,669308,sa917966,,SD,RP,RP,Reynolds,Sean
5858,Sean Roby,681852,681852,sa3007788,,MIA,3B,3B,Roby,Sean
5859,Sean Sullivan,696155,696155,sa3018185,,PIT,SP,SP,Sullivan,Sean
5860,Sean Sullivan,807743,807743,,,COL,P,P,Sullivan,Sean
5861,Sebastian Bautista,692597,692597,sa3016127,,FA,OF,OF,Bautista,Sebastian
5862,Sebastian Cadiz,808126,808126,sa3021602,,CLE,C,C,Cadiz,Sebastian
5863,Sebastian Castro,693766,693766,sa3016318,,WSH,2B,2B,Castro,Sebastian
5864,Sebastian Castro,699315,699315,sa3015832,,NYM,OF,OF,Castro,Sebastian
5865,Sebastian De Andrade,808143,808143,sa3021842,,SEA,C,C,De Andrade,Sebastian
5866,Sebastian Espino,672823,672823,sa3003347,,TOR,SS,SS,Espino,Sebastian
5867,Sebastian Javier,699079,699079,sa3016606,,TB,RP,RP,Javier,Sebastian
5868,Sebastian Rivero,665861,665861,21735,10931,ATL,C,C,Rivero,Sebastian
5869,Sebastian Walcott,806964,806964,,,TEX,,,Walcott,Sebastian
5870,Seby Zavala,664874,664874,18887,9985,SEA,C,C,Zavala,Seby
5871,Seiya Suzuki,673548,673548,30116,11305,CHC,OF,OF,Suzuki,Seiya
